"Title","Author","Download_link","Download_nb","Created","Updated","Size","Game_Version","Flavor","Tags"
"Tiny Coal - Tiny Charcoal","Impetus","/minecraft/mc-mods/tiny-coal-tiny-charcoal/download/5053065","162","Nov 17, 2023","Jan 22, 2024","101.53 KB","1.20.3","Fabric","Mods, Utility & QoL, Ores and Resources"
"The Life Scythe","illumn8n","/minecraft/mc-mods/the-life-scythe/download/4883454","428","Nov 17, 2023","Nov 20, 2023","67.87 KB","1.20.1","Forge","Mods, MCreator, Armor, Tools, and Weapons"
"Simply Immersive Bricks","Azure_Ddraig","/minecraft/mc-mods/simply-immersive-bricks/download/5011841","1.0K","Nov 17, 2023","Jan 6, 2024","46.47 KB","1.18.2","Forge","Mods, Utility & QoL, Adventure and RPG, Processing"
"Squake Fabric Updated","thederptastic","/minecraft/mc-mods/squake-fabric-1-20/download/5047871","375","Nov 17, 2023","Jan 20, 2024","27.87 KB","1.20.4","Fabric","Mods, Miscellaneous, Addons"
"A Few Extra Mutants","orangeyoshi0800","/minecraft/mc-mods/a-few-extra-mutants/download/4995974","366","Nov 17, 2023","Dec 31, 2023","360.27 KB","1.19.2","Forge","Mods, MCreator, Mobs, World Gen"
"ITBL2 Addon","SeriousCreeper","/minecraft/mc-mods/itbl2-utility-mod/download/5055825","1.3K","Nov 17, 2023","Jan 24, 2024","1.95 MB","1.12.2","Forge","Mods, API and Library, Utility & QoL"
"Hunter Slime Pet","TheRealFlarf","/minecraft/mc-mods/hunter-slime-pet/download/4874170","758","Nov 17, 2023","Nov 17, 2023","306.61 KB","1.20.1","Forge","Mods, MCreator, Mobs, Cosmetic"
"Better Game Experience (BGE)","CristyMods","/minecraft/mc-mods/mcbe/download/4915157","82","Nov 17, 2023","Feb 2, 2024","11.40 MB","1.20.1","Forge","Mods, Armor, Tools, and Weapons, Mobs, Food"
"What is 'Stone'? (Colorful Caves)","Numerosity","/minecraft/mc-mods/what-is-stone-colorful-caves/download/4549988","1.7K","Apr 21, 2023","May 24, 2023","802.52 KB","1.19.2","Forge","Mods, MCreator, Education, World Gen, Ores and Resources"
"Tomtaru's Cobblemon & Immersive Engineering Tweaks","Tomtaru","/minecraft/mc-mods/tomtarus-cobblemon-immersive-engineering-tweaks/download/4802946","20.6K","Apr 21, 2023","Oct 17, 2023","105.56 KB","1.20.1","NeoForge Forge + 1","Mods, MCreator, Addons, Technology, Adventure and RPG, Processing"
"Better Horror (BH)","Kiroy","/minecraft/mc-mods/better-horror/download/4769992","6.4K","Apr 21, 2023","Sep 26, 2023","1.43 MB","1.20.1","Forge","Mods, Biomes, Mobs"
"Toolbox Of Tools","PixelDev","/minecraft/mc-mods/toolbox-of-tools/download/4507299","437","Apr 21, 2023","Apr 26, 2023","224.63 KB","1.19.4","Forge","Mods, Armor, Tools, and Weapons, MCreator"
"Pigs Can Poop!","JailowyPL","/minecraft/mc-mods/pigs-can-poop/download/4501156","160","Apr 21, 2023","Apr 21, 2023","30.73 KB","1.19.2","Forge","Mods, Adventure and RPG, Addons, Food, Technology, Armor, Tools, and Weapons"
"Hellish Food","comradechonky69","/minecraft/mc-mods/hellish-food/download/4982425","103","Apr 21, 2023","Dec 25, 2023","41.16 KB","1.19.4","Fabric","Mods, Farming, Food"
"ClocheTweaks","ung3froren","/minecraft/mc-mods/clochetweaks/download/4500908","3.6K","Apr 21, 2023","Apr 21, 2023","9.81 KB","1.12.2","Forge","Mods, CraftTweaker"
"Pastel Life","JellyPaws","/minecraft/mc-mods/pastel-life/download/4500790","836","Apr 21, 2023","Apr 21, 2023","180.04 KB","1.19.2","Forge","Mods, MCreator, Cosmetic, Miscellaneous, Mobs"
"Better Slime","Ba1inthh","/minecraft/mc-mods/better-slime/download/4502493","88","Apr 21, 2023","Apr 22, 2023","174.68 KB","1.16.5","Forge","Mods, Ores and Resources, MCreator, Armor, Tools, and Weapons"
"Prettyfull World: Gems - Forge","frokii_","/minecraft/mc-mods/prettyfull-world-forge/download/4520571","710","Apr 21, 2023","May 3, 2023","1.78 MB","1.19.2","Forge","Mods, MCreator, Ores and Resources, Armor, Tools, and Weapons, Cosmetic, World Gen"
"Ancient Japan","hungryhippo3460","/minecraft/mc-mods/mod-of-the-rising-sun/download/4500663","204.4K","Apr 21, 2023","Apr 21, 2023","526.72 KB","1.16.5","Forge","Mods, Adventure and RPG, Armor, Tools, and Weapons, Food, World Gen"
"Awesome Magic","5Avian","/minecraft/mc-mods/awesome-magic/download/5012069","1.9K","Apr 21, 2023","Jan 6, 2024","76.83 KB","1.19.4","Fabric","Mods, Magic, Food, Adventure and RPG"
"Emerald Craft TRC","TheRoboticCrafterYt_Live","/minecraft/mc-mods/emerald-craft-trc/download/4500602","43","Apr 21, 2023","Apr 21, 2023","24.00 KB","1.19.2","Forge","Mods, Armor, Tools, and Weapons, MCreator, Addons"
"added new fish and sushi","nekozame_garo","/minecraft/mc-mods/added-new-fish-and-sushi-mod/download/4519696","567","Apr 21, 2023","May 3, 2023","251.55 KB","1.18.2","Forge","Mods, Food, MCreator, Mobs"
"SortSavvy","schreaggezockt","/minecraft/mc-mods/sortsavvy/download/4500649","31","Apr 21, 2023","Apr 21, 2023","74.26 KB","1.19.2","Fabric","Mods, Storage, Automation"
"BigDans Hats","BigDanH07","/minecraft/mc-mods/bigdans-hats/download/4500357","122","Apr 21, 2023","Apr 21, 2023","137.42 KB","1.19.2","Forge","Mods, MCreator, Armor, Tools, and Weapons"
"Horse stats and more","zacomat","/minecraft/mc-mods/horse-stats-and-more/download/4766461","1.7K","Apr 21, 2023","Sep 24, 2023","11.74 KB","1.20.2","Forge","Mods, Map and Information"
"Store Storage","K1NGANG0RR0T","/minecraft/mc-mods/store-storage/download/4511120","70","Apr 21, 2023","Apr 28, 2023","17.59 MB","1.12.2","Forge","Mods, Mobs, Structures, Storage, Miscellaneous"
"More Worlds!","ItsVurse","/minecraft/mc-mods/mo-worlds/download/4516494","587","Apr 21, 2023","May 2, 2023","193.88 KB","1.19.4","Forge","Mods, Dimensions, Magic, Ores and Resources, Adventure and RPG, World Gen"
"Haunted Forest","limegreen3500","/minecraft/mc-mods/haunted-forest/download/4500163","69","Apr 21, 2023","Apr 21, 2023","72.14 KB","1.16.5","Forge","Mods, Biomes, Structures, MCreator"
"Extra Attributes","McModded114","/minecraft/mc-mods/extra-attributes/download/4722425","675","Apr 21, 2023","Aug 26, 2023","23.17 KB","1.19.4","Forge","Mods, MCreator"
"Dynamic Trees - Terralith","MaxHyper","/minecraft/mc-mods/dynamic-trees-terralith/download/4709266","48.3K","Apr 21, 2023","Aug 17, 2023","459.20 KB","1.19.2","Forge","Mods, Biomes, World Gen, Addons"
"The Missing Potions","Neeerd","/minecraft/mc-mods/the-missing-potions/download/4499919","97","Apr 21, 2023","Apr 21, 2023","615.17 KB","1.19.2","Forge","Mods, Magic, Cosmetic, Farming, Food, Utility & QoL"
"Elegant Armour","AmyMialee","/minecraft/mc-mods/elegantarmour/download/4649667","5.1K","Apr 21, 2023","Jul 17, 2023","301.96 KB","1.20.1","Quilt Fabric + 1","Mods, Server Utility, Armor, Tools, and Weapons, Cosmetic, Utility & QoL, API and Library"
"under caves","Redtrakinas","/minecraft/mc-mods/minecraft-under-caves/download/4499927","97","Apr 20, 2023","Apr 21, 2023","1.88 MB","1.18.2","Forge","Mods, Armor, Tools, and Weapons, Biomes, Mobs, Adventure and RPG, Dimensions"
"Calibry Team - Enchanted","CalibryTeam","/minecraft/mc-mods/calibry-team-enchanted/download/4499823","343","Apr 20, 2023","Apr 20, 2023","70.70 KB","1.18.2","Forge","Mods, Addons, Utility & QoL, Technology"
"Better Application Icon","DerpDerpling","/minecraft/mc-mods/bettericon/download/4574471","3.4K","Apr 20, 2023","Jun 8, 2023","179.13 KB","1.20","Fabric","Mods, Miscellaneous"
"Rugged base construction block kit","amegakull","/minecraft/mc-mods/rugged-base-construction-block-kit/download/4501071","368","Apr 20, 2023","Apr 21, 2023","197.61 KB","1.12.2","Forge","Mods, Cosmetic, MCreator"
"Echoing Tools","yotamor","/minecraft/mc-mods/echoing-armor/download/4543840","1.4K","Apr 20, 2023","May 19, 2023","1.33 MB","1.19.2","Fabric","Mods, MCreator, Armor, Tools, and Weapons"
"The Flesh That Hates","winvicc","/minecraft/mc-mods/the-flesh-that-hates/download/5000893","35.4K","Apr 20, 2023","Jan 2, 2024","21.22 MB","1.20.1","Forge","Mods, Mobs"
"Diamonds Are Perfect","Nema_Production","/minecraft/mc-mods/diamonds-are-perfect/download/4499408","177","Apr 20, 2023","Apr 20, 2023","16.56 KB","1.18.2","Forge","Mods, MCreator, Food, Addons"
"Ike's Stuff and Things","BigBrotherIke","/minecraft/mc-mods/ikes-stuff-and-things/download/4617128","96","Apr 20, 2023","Jun 30, 2023","361.63 KB","1.19.2","Forge","Mods, Mobs, Armor, Tools, and Weapons, MCreator"
"End evolution","lowqek","/minecraft/mc-mods/end-evolution/download/4499180","58","Apr 20, 2023","Apr 20, 2023","509.48 KB","1.16.5","Forge","Mods, Technology, MCreator"
"Fiction Additions","ATROX","/minecraft/mc-mods/fiction-additions/download/4520563","114","Apr 20, 2023","May 3, 2023","1.17 MB","1.19.2","Forge","Mods, Magic, Mobs, MCreator, Armor, Tools, and Weapons"
"Held Item Tooltips [Forge & Fabric]","Fuzs","/minecraft/mc-mods/held-item-tooltips/download/5097148","64.3K","Apr 20, 2023","Feb 10, 2024","76.67 KB","1.20.4","NeoForge","Mods, Utility & QoL"
"Mob Lassos [Forge & Fabric]","Fuzs","/minecraft/mc-mods/mob-lassos/download/5097113","249.0K","Apr 20, 2023","Feb 10, 2024","156.17 KB","1.20.4","NeoForge","Mods, Mobs, Armor, Tools, and Weapons, Utility & QoL"
"Mindful Darkness [Forge & Fabric]","Fuzs","/minecraft/mc-mods/mindful-darkness/download/5081355","4.5M","Apr 20, 2023","Feb 4, 2024","92.97 KB","1.20.1","Fabric","Mods, Utility & QoL, Cosmetic"
"Hang Glider [Forge & Fabric]","Fuzs","/minecraft/mc-mods/hang-glider/download/5097110","690.5K","Apr 20, 2023","Feb 10, 2024","128.75 KB","1.20.4","NeoForge","Mods, Utility & QoL, Armor, Tools, and Weapons, Adventure and RPG"
"Completionist's Index [Forge & Fabric]","Fuzs","/minecraft/mc-mods/completionists-index/download/5097100","226.5K","Apr 20, 2023","Feb 10, 2024","83.20 KB","1.20.4","NeoForge","Mods, Utility & QoL, Map and Information"
"Arcane Lanterns [Forge & Fabric]","Fuzs","/minecraft/mc-mods/arcane-lanterns/download/5097062","72.8K","Apr 20, 2023","Feb 10, 2024","162.53 KB","1.20.4","NeoForge","Mods, Magic, Utility & QoL"
"Mutant Monsters [Forge & Fabric]","Fuzs","/minecraft/mc-mods/mutant-monsters/download/4923970","4.5M","Apr 20, 2023","Dec 3, 2023","1.36 MB","1.20.1","Fabric","Mods, Armor, Tools, and Weapons, Mobs"
"Permanent Sponges [Forge & Fabric]","Fuzs","/minecraft/mc-mods/permanent-sponges/download/5048298","220.9K","Apr 20, 2023","Jan 20, 2024","87.79 KB","1.20.4","NeoForge","Mods, Utility & QoL"
"Stoneworks [Forge & Fabric]","Fuzs","/minecraft/mc-mods/stoneworks/download/5050513","4.0M","Apr 20, 2023","Jan 21, 2024","2.24 MB","1.20.4","NeoForge","Mods, Cosmetic"
"Overflowing Bars [Forge & Fabric]","Fuzs","/minecraft/mc-mods/overflowing-bars/download/4710373","5.2M","Apr 20, 2023","Aug 18, 2023","72.82 KB","1.18.2","Fabric","Mods, Cosmetic, Utility & QoL"
"Knight's battle axes","driff_23","/minecraft/mc-mods/knights-battle-axes/download/4499023","75","Apr 20, 2023","Apr 20, 2023","15.85 KB","1.19.2","Forge","Mods, Adventure and RPG, Armor, Tools, and Weapons"
"Baby Delight (A Farmer's Delight Add-on)","nocubeyt","/minecraft/mc-mods/baby-delight/download/5056207","53.9K","Apr 20, 2023","Jan 24, 2024","37.00 KB","1.19.2","Forge","Mods, Addons, Food, Farming, MCreator, Utility & QoL"
"MadOlive's Animal Boxes","MadOliveGaming","/minecraft/mc-mods/madolives-animal-boxes/download/4498947","491","Apr 20, 2023","Apr 20, 2023","184.75 KB","1.18.2","Forge","Mods, Armor, Tools, and Weapons, Farming, Storage"
"Simply Better Barrels","RainbowTylenal","/minecraft/mc-mods/simply-better-barrels/download/4498981","542","Apr 20, 2023","Apr 20, 2023","294.27 KB","1.19.2","Forge","Mods, Storage"
"HylianWrath's Extras","hylianwrath","/minecraft/mc-mods/hylianwraths-vanilla-extras/download/4520932","73","Apr 20, 2023","May 4, 2023","213.07 KB","1.18.2","Forge","Mods, Armor, Tools, and Weapons, Ores and Resources, MCreator"
"Bomb Vest","radboi321","/minecraft/mc-mods/bomb-vest/download/4498844","431","Apr 20, 2023","Apr 20, 2023","12.49 KB","1.18.2","Forge","Mods, Armor, Tools, and Weapons"
"The Wild west : Dust and Outlaws","NoctideYTB","/minecraft/mc-mods/the-wild-west-dust-and-outlaws/download/4818764","383","Oct 7, 2023","Oct 27, 2023","268.83 KB","1.19.2","Forge","Mods, Adventure and RPG, Structures, Ores and Resources, Biomes"
"RPG Rings","politik1","/minecraft/mc-mods/rpg-rings/download/4786225","332","Oct 7, 2023","Oct 7, 2023","136.10 KB","1.18.2","Forge","Mods, API and Library, Armor, Tools, and Weapons, Adventure and RPG, Technology, Magic"
"Jammies","Mrbysco","/minecraft/mc-mods/jammies/download/5045771","7.9K","Oct 7, 2023","Jan 19, 2024","28.12 KB","1.20.4","NeoForge","Mods, Mobs"
"Undiscovered Places","ErzeKawek","/minecraft/mc-mods/undiscovered-places/download/4786114","33","Oct 7, 2023","Oct 7, 2023","161.58 KB","1.19.4","Forge","Mods, Mobs, Dimensions, World Gen, Biomes, Ores and Resources"
"Jebs Expanded Foods","DonutMan457","/minecraft/mc-mods/jebs-expanded-foods/download/4786107","38","Oct 7, 2023","Oct 7, 2023","23.35 KB","1.19.3","Fabric","Mods, Miscellaneous, Food"
"Hydra's Mobz","AnomalHydra383","/minecraft/mc-mods/hydras-mobz/download/5059616","148","Oct 7, 2023","Jan 25, 2024","794.53 KB","1.19.4","Forge","Mods, MCreator, Mobs"
"BjornLib","FuriusMaximus","/minecraft/mc-mods/bjornlib/download/5096081","1.9K","Oct 7, 2023","Feb 10, 2024","222.91 KB","1.20.4","NeoForge","Mods, API and Library"
"Resourceful Zombies","LordCoroln","/minecraft/mc-mods/resourceful-zombies/download/4811142","447","Oct 7, 2023","Oct 22, 2023","185.48 KB","1.20.1","Forge","Mods, MCreator, Mobs, Ores and Resources"
"More Tools so cool","100Sp4rk100","/minecraft/mc-mods/adding-more-tool-so-cool/download/4851462","238","Oct 7, 2023","Nov 8, 2023","46.96 KB","1.20.1","Forge","Mods, Armor, Tools, and Weapons, Miscellaneous, Armor, Tools, and Weapons, Miscellaneous"
"DnT Swamp Hut Overhaul","Nova_Wostra","/minecraft/mc-mods/dnt-swamp-hut-overhaul/download/4942131","270.8K","Oct 7, 2023","Dec 9, 2023","188.19 KB","1.20.4","Fabric","Mods, Structures, World Gen"
"Inworld's AI Experience","cy4sh0t","/minecraft/mc-mods/inworlds-ai-experience/download/4915706","314","Oct 7, 2023","Dec 1, 2023","32.67 MB","1.19.4","Forge","Mods, Adventure and RPG"
"Foodastic","Poemba","/minecraft/mc-mods/foodastic/download/4836033","1.4K","Oct 7, 2023","Nov 2, 2023","108.19 KB","1.20.1","Forge","Mods, Food, Farming"
"The All","Modder_Man","/minecraft/mc-mods/the-all-mod/download/4785999","58","Oct 7, 2023","Oct 7, 2023","288.58 KB","1.20.1","Forge","Mods, MCreator, Armor, Tools, and Weapons, World Gen, Biomes"
"DnT Pillager Outpost Overhaul","Nova_Wostra","/minecraft/mc-mods/dnt-pillager-outpost-overhaul/download/4930681","289.5K","Oct 7, 2023","Dec 5, 2023","480.57 KB","1.20.3","Fabric","Mods, Structures, World Gen"
"DnT Ancient City Overhaul","Nova_Wostra","/minecraft/mc-mods/dnt-ancient-city-overhaul/download/4930652","280.1K","Oct 7, 2023","Dec 5, 2023","748.82 KB","1.20.3","Fabric","Mods, World Gen, Structures"
"DnT Stronghold Overhaul","Nova_Wostra","/minecraft/mc-mods/dnt-stronghold-overhaul/download/5090282","274.0K","Oct 7, 2023","Feb 8, 2024","3.32 MB","1.20.4","Fabric","Mods, World Gen, Structures"
"Create: Deepslate Crushing","ballefis","/minecraft/mc-mods/create-deepslate-crushing/download/4785951","7.2K","Oct 7, 2023","Oct 7, 2023","11.56 KB","1.20.1","Forge","Mods, Addons, MCreator, Create"
"MobVote2023","Valeronum","/minecraft/mc-mods/mobvote2023/download/4968993","587","Oct 7, 2023","Dec 19, 2023","39.12 KB","1.20.1","Forge","Mods, Adventure and RPG, MCreator, Mobs, Armor, Tools, and Weapons"
"Mokels more Spiders","Mokel","/minecraft/mc-mods/mokels-more-spiders/download/4785878","163","Oct 7, 2023","Oct 7, 2023","152.25 KB","1.19.4","Forge","Mods, Ores and Resources, Mobs, MCreator"
"Mo' Metals","BTD6_Comparisons","/minecraft/mc-mods/more-metals-mod-plus-enderite/download/4917434","32","Oct 7, 2023","Dec 1, 2023","390.85 KB","1.16.5","Forge","Mods, MCreator, Armor, Tools, and Weapons"
"Project MMO: Iron's Spellbooks Compat","Silvertide","/minecraft/mc-mods/project-mmo-irons-spellbooks-compat/download/5010749","4.9K","Oct 7, 2023","Jan 5, 2024","40.67 KB","1.20.1","Forge","Mods, Addons, Magic"
"Bart's funny things","bartb6","/minecraft/mc-mods/barts-funny-things/download/4820851","19","Oct 7, 2023","Oct 28, 2023","8.26 MB","1.18.2","Forge","Mods, Miscellaneous, Dimensions, MCreator"
"Embeddium Extension","pOtAto__bOy","/minecraft/mc-mods/embeddium-extension/download/5031272","226.7K","Oct 7, 2023","Jan 14, 2024","140.87 KB","1.16.5","Forge","Mods, Performance"
"Random Generated Weapons","yukitwitcher","/minecraft/mc-mods/random-generated-weapons/download/4943220","89","Oct 7, 2023","Dec 9, 2023","71.67 KB","1.19.4","Forge","Mods, Armor, Tools, and Weapons, MCreator"
"Trident Alter","yzl314159265","/minecraft/mc-mods/trident-alter/download/4794558","25","Oct 7, 2023","Oct 12, 2023","21.00 KB","1.16.5","Forge","Mods, Armor, Tools, and Weapons"
"Wooden Tool Variants","Subaka","/minecraft/mc-mods/wooden-tool-variants/download/4865201","1.6K","Oct 7, 2023","Nov 13, 2023","77.79 KB","1.20.2","Forge","Mods, Miscellaneous, Cosmetic"
"ASMC Performance Patch","quentin4532","/minecraft/mc-mods/asmc-performance-patch/download/4785588","368","Oct 7, 2023","Oct 7, 2023","5.72 MB","1.7.10","Forge","Mods, Cosmetic"
"steelhngr's Dragon Ball Cosmetics","steelhngr","/minecraft/mc-mods/steelhngrs-dragon-ball-cosmetics/download/4791170","1.5K","Oct 7, 2023","Oct 10, 2023","1.14 MB","1.20.1","Forge","Mods, MCreator, Cosmetic, Armor, Tools, and Weapons"
"D3Core fork [1.7.10]","quentin4532","/minecraft/mc-mods/d3core-performance-patch/download/5055636","895","Oct 7, 2023","Jan 24, 2024","49.40 KB","1.7.10","Forge","Mods, Miscellaneous"
"Dupe Command - Forge","ChrisArrived","/minecraft/mc-mods/dupe-command-forge/download/4785460","1.6K","Oct 7, 2023","Oct 7, 2023","1.90 MB","1.20.2","Forge","Mods, Miscellaneous, MCreator"
"God Tier Gambling Mod","KasaKai","/minecraft/mc-mods/i-love-gambling/download/4794318","151","Oct 7, 2023","Oct 12, 2023","49.41 MB","1.20.1","Forge","Mods, Cosmetic, Miscellaneous"
"Maniac","WhatYoutube","/minecraft/mc-mods/maniac-mode/download/4785411","41","Oct 7, 2023","Oct 7, 2023","428.45 KB","1.12.2","Forge","Mods, Miscellaneous"
"Craftable and more","Dark_Dragon7697","/minecraft/mc-mods/craftable-and-more/download/4785388","30","Oct 7, 2023","Oct 7, 2023","55.63 KB","1.19.2","Forge","Mods, Server Utility, MCreator"
"Blossom Blade","joshieman","/minecraft/mc-mods/blossom-blade/download/4785334","417.8K","Oct 7, 2023","Oct 7, 2023","6.07 KB","1.20.2","Fabric Quilt Forge + 2","Mods, World Gen, Structures, Armor, Tools, and Weapons"
"Fay's Plants","i_be_alex","/minecraft/mc-mods/fays-plants/download/4802125","443","Oct 7, 2023","Oct 16, 2023","95.65 KB","1.20.1","Forge","Mods, MCreator, Cosmetic"
"We need to cook","Noon","/minecraft/mc-mods/we-need-to-cook/download/4794141","74","Oct 7, 2023","Oct 11, 2023","6.78 MB","1.16.5","Forge","Mods, MCreator"
"SkeLand Auth","Pretoniapt","/minecraft/mc-mods/skeland-auth/download/4785280","12","Oct 7, 2023","Oct 7, 2023","31.90 KB","1.19.2","Forge","Mods, Server Utility, Utility & QoL, API and Library"
"RangerVerse","EROSPVP12","/minecraft/mc-mods/rangerverse/download/4785292","118","Oct 7, 2023","Jan 6, 2024","1.24 MB","1.16.5","Forge","Mods, Mobs, Adventure and RPG, MCreator, Dimensions, Structures"
"Jack o'Cache","deuli","/minecraft/mc-mods/jackocache/download/4926332","7.6K","Oct 6, 2023","Dec 4, 2023","914.97 KB","1.20.2","Forge","Mods, Armor, Tools, and Weapons, Cosmetic, Magic"
"TFC Homestead walking sticks","redstoneguy10ls","/minecraft/mc-mods/tfc-homestead-walking-sticks/download/4785098","223","Oct 6, 2023","Oct 6, 2023","26.96 KB","1.18.2","Forge","Mods, Addons, Utility & QoL"
"Behind the Cubes","diamond_ilya","/minecraft/mc-mods/behind-the-subes/download/4925925","1.1K","Oct 6, 2023","Dec 4, 2023","1.82 MB","1.20.1","Forge","Mods, Dimensions, MCreator"
"void stone","voidlessstudios","/minecraft/mc-mods/void-stone/download/4785060","9","Oct 6, 2023","Oct 6, 2023","49.92 KB","1.20.1","NeoForge","Mods, Armor, Tools, and Weapons"
